;product_id;purchase_date;client_code
134;A27850232;20190116;2
135;A27099954;20190116;2
136;A27095315;20190110;2
137;A23095567;20190116;2
138;A25587320;20190311;2
139;A25388967;20190311;2
140;A27100690;20190116;2
141;A25954592;20190116;2
142;A23008965;20190311;2
143;A23354859;20190116;2
144;A23354859;20190311;2
145;A23307881;20190116;2
146;A23307881;20190311;2
147;A23303133;20190116;2
148;A23303133;20190311;2
149;A23842868;20190310;2
150;A28233506;20190306;3
151;MP_0659870_3453;20190102;3
152;A25426829;20190102;3
153;A26688992;20190102;3
154;A27585246;20190102;3
155;A26033383;20190306;3
156;A25422061;20190102;3
157;A25422061;20190102;3
158;A25426898;20190102;3
159;A25425363;20190102;3
160;A25426026;20190102;3
161;A25420235;20190102;3
162;A25420255;20190102;3
163;A25420808;20190102;3
164;MP_0659870_3454;20190102;3
165;MP_0659870_3454;20190102;3
166;MP_0001326_JHNK90625;20190102;3
167;A27153738;20190102;3
168;A27153793;20190102;3
169;A27153833;20190102;3
170;A27153888;20190102;3
171;A27153947;20190102;3
172;A27153982;20190102;3
173;A28195860;20190306;3
174;A28195876;20190306;3
175;A27537001;20190201;3
176;A27780424;20190201;3
177;MP_0546176_04202;20190201;3
178;MP_0546176_04132;20190201;3
179;A18084539;20190102;3
180;A27654933;20190201;3
181;MP_0538405_T0C207JK3RE;20190306;3
182;MP_0538405_T93CPTV0T;20190201;3
183;MP_0538405_T93KQA6GT;20190102;3
184;MP_0538405_T93LVY15Q;20190306;3
185;A23036070;20190102;3
186;A23036070;20190201;3
187;MP_0538405_T0A9MYQVV;20190306;3
188;MP_0538405_T93OD19B8;20190306;3
189;MP_0538405_T0CG566VW;20190102;3
190;MP_0538405_T93L2D7FW;20190306;3
191;MP_0538405_T93L2D7FW;20190102;3
192;MP_0538405_T93L2DPH5;20190201;3
193;MP_0538405_T93ODVJK3;20190306;3
194;A17601666;20190201;3
195;A18315969;20190201;3
196;A15144912;20190102;3
197;A27167969;20190102;3
198;A26119684;20190102;3
199;A22197063;20190102;3
200;A17504100;20190102;3
201;A7373508;20190102;3
202;MP_0014166_COAT3672Azul;20190306;3
203;MP_0014166_COAT3726Negro;20190306;3
204;MP_0014166_COAT3728Negro;20190306;3
205;A26033435;20190306;3
206;A23210660;20190102;3
207;A26603900;20190102;3
208;A26361027;20190102;3
209;A25594999;20190102;3
210;A25594999;20190102;3
211;A25594527;20190102;3
212;A25594527;20190102;3
213;A27689521;20190102;3
214;A27655077;20190201;3
215;MP_0538405_T933HN2VF;20190102;3
216;MP_0538405_T93RX3H2S;20190306;3
217;MP_0538405_T9381YJK3;20190102;3
218;MP_0538405_T0CBG7HJL;20190306;3
219;MP_0538405_T0CG56KX7;20190201;3
220;MP_0538405_T93BRIJK3;20190102;3
221;MP_0538405_T0ANRVV1U;20190306;3
222;MP_0538405_T0A5WGLMW;20190306;3
223;A18337614;20190201;3
224;A16429281;20190201;3
225;A22719689;20190201;3
226;A12901833;20190201;3
227;A29054782;20190115;4
228;A28130802;20190115;4
229;A28130802;20190115;4
230;A28296146;20190115;4
231;A28321503;20190115;4
232;MP_0001326_KENU87AD0567;20190116;4
233;MP_0001326_KENU76ADB672;20190116;4
234;MP_0491621_KK7343Z2;20190116;4
235;MP_0436790_C00000OQ1L81;20190115;4
236;MP_0436790_C00000OQ1L81;20190115;4
237;A26780409;20190116;4
238;MP_0550715_0072634100;20190107;4
239;MP_0550715_0073045509;20190307;4
240;MP_0550715_0073095201;20190307;4
241;A26536255;20190307;4
242;A26245230;20190218;4
243;A26245230;20190218;4
244;A26319520;20190218;4
245;A26319520;20190218;4
246;A26403997;20190218;4
247;A26403997;20190218;4
248;A26668309;20190116;4
249;A23480646;20190115;4
250;A23480646;20190115;4
251;A26319495;20190218;4
252;A25621655;20190218;4
253;A17504100;20190115;4
254;A17504100;20190115;4
255;A27743528;20190115;4
256;A27743528;20190115;4
257;MP_0014166_PANT3730Negro;20190116;4
258;MP_0014166_PANT3730Rojo;20190116;4
259;A29054782;20190306;5
260;A27435502;20190306;5
261;A27435502;20190306;5
262;A28130802;20190306;5
263;A28130802;20190306;5
264;A27819342;20190306;5
265;A27669381;20190306;5
266;A27667472;20190306;5
267;A27667472;20190306;5
268;A27667480;20190306;5
269;A27667480;20190306;5
270;A27667485;20190306;5
271;A27667485;20190306;5
272;A27667489;20190306;5
273;A27667489;20190306;5
274;A27667496;20190306;5
275;A27667506;20190306;5
276;A28294962;20190306;5
277;A27381937;20190306;5
278;A27381937;20190306;5
279;A27819466;20190306;5
280;A27819466;20190306;5
281;A28444650;20190306;5
282;A28261470;20190306;5
283;A28312613;20190306;5
284;A28529184;20190306;5
285;A28571226;20190306;5
286;A28571226;20190306;5
287;MP_0109561_165081RO;20190306;5
288;MP_0001326_JHNH34AD1756;20190306;5
289;MP_0389585_B;20190306;5
290;MP_0389585_T;20190306;5
291;MP_0389585_Z;20190306;5
292;A29054782;20190306;6
293;A26867233;20190306;6
294;A27447324;20190306;6
295;A27240707;20190306;6
296;A28444650;20190306;6
297;A28312613;20190306;6
298;A28529184;20190306;6
299;A27488367;20190306;6
300;MP_0990051_1202128504;20190306;6
301;A27297273;20190306;6
302;A27313610;20190306;6
303;A26847241;20190306;6
304;A27735051;20190306;6
305;A27530979;20190306;6
306;A27360928;20190306;6
307;A27361968;20190306;6
308;A27539633;20190306;6
309;A24930440;20190306;6
310;A12500336;20190306;6
311;A18639279;20190306;6
312;A4114823;20190306;6
313;A17903047;20190306;6
314;A17903043;20190306;6
315;A18262202;20190306;6
316;A19862752;20190306;6
317;A11943260;20190306;6
318;A25205349;20190306;6
319;A25205334;20190306;6
320;A29409859;20190306;6
321;A26270548;20190306;6
322;A26606964;20190306;6
323;A27089919;20190306;6
324;A23325512;20190306;6
325;A23325512;20190306;6
326;A19350323;20190306;6
327;A21075189;20190306;6
328;A26255521;20190306;6
329;A22722386;20190306;6
330;A21674287;20190306;6
331;A29054782;20190306;7
332;A29054782;20190209;7
333;A28296146;20190306;7
334;A27675764;20190209;7
335;A28182246;20190209;7
336;A28294962;20190209;7
337;A28321503;20190218;7
338;A28321503;20190218;7
339;A28321503;20190310;7
340;A28321503;20190310;7
341;A28301943;20190306;7
342;A28352884;20190306;7
343;A28661821;20190306;7
344;A28461422;20190306;7
345;A28371902;20190306;7
346;A28371902;20190306;7
347;A28444650;20190306;7
348;A27619191;20190306;7
349;A27619191;20190306;7
350;A27621690;20190306;7
351;A27621690;20190306;7
352;A28312613;20190310;7
353;A28312613;20190310;7
354;A28529184;20190310;7
355;A28529184;20190310;7
356;A28571226;20190310;7
357;A28571226;20190310;7
358;A28571226;20190310;7
359;A28571226;20190310;7
360;A12811685;20190211;7
361;A12811685;20190211;7
362;A27299105;20190218;7
363;A27299105;20190218;7
364;A27385475;20190209;7
365;A27520624;20190209;7
366;A27949487;20190310;7
367;A27949487;20190310;7
368;A27949494;20190310;7
369;A27949494;20190310;7
370;A27949495;20190310;7
371;A27949495;20190310;7
372;A27384230;20190310;7
373;A27384230;20190310;7
374;A27384230;20190130;7
375;A26216687;20190211;7
376;A26216687;20190211;7
377;A26216685;20190211;7
378;A26216685;20190211;7
379;A26115533;20190211;7
380;A26115533;20190211;7
381;A26115539;20190211;7
382;A26115539;20190211;7
383;A26202490;20190209;7
384;A26479716;20190209;7
385;A25163660;20190310;7
386;A25163660;20190310;7
387;A25163660;20190211;7
388;A25163660;20190211;7
389;A26456289;20190209;7
390;A14041076;20190310;7
391;A14041076;20190310;7
392;A26442211;20190310;7
393;A26442211;20190310;7
394;A26442211;20190130;7
395;A29174091;20190310;7
396;A29174091;20190310;7
397;A29782241;20190306;7
398;A10009924;20190209;7
399;A17800183;20190209;7
400;A18185423;20190209;7
401;A1825322;20190209;7
402;A1832173;20190209;7
403;A1838134;20190209;7
404;A20140240;20190209;7
405;A1831084;20190306;7
406;A1831084;20190306;7
407;A1831084;20190130;7
408;A29562514;20190218;7
409;A29562514;20190218;7
410;A28030859;20190218;7
411;A28030859;20190218;7
412;A25058458;20190310;7
413;A25058458;20190310;7
414;A25058458;20190211;7
415;A25058458;20190211;7
416;A21340150;20190209;7
417;A21340224;20190209;7
418;A20675075;20190306;7
419;A20675076;20190306;7
420;A20675082;20190306;7
421;A20675084;20190306;7
422;A20675089;20190306;7
423;A23633024;20190306;7
424;A29707337;20190306;7
425;A20675091;20190306;7
426;A24346129;20190218;7
427;A24346129;20190218;7
428;A11548822;20190209;7
429;A10239950;20190310;7
430;A10239950;20190310;7
431;A29054782;20190112;8
432;A28296146;20190112;8
433;A28301943;20190112;8
434;A28352884;20190112;8
435;A28352884;20190112;8
436;A28661821;20190112;8
437;A28461422;20190112;8
438;A26201928;20190112;8
439;A26201928;20190112;8
440;A26191296;20190112;8
441;A26160519;20190112;8
442;A28371902;20190112;8
443;A28371902;20190112;8
444;A28444650;20190112;8
445;A27619191;20190112;8
446;A27619191;20190112;8
447;A27487820;20190112;8
448;A7066711;20190112;8
449;A27719474;20190112;8
450;A7592434;20190112;8
451;A27234016;20190112;8
452;A27250403;20190112;8
453;A27250405;20190112;8
454;A27250406;20190112;8
455;A6635757;20190112;8
456;A7049358;20190112;8
457;A7066678;20190112;8
458;A7066690;20190112;8
459;A7066693;20190112;8
460;A9048252;20190112;8
461;A29054782;20190211;9
462;MP_0009560_WI18082BLU;20190222;9
463;A28444650;20190211;9
464;A28312613;20190211;9
465;A28529184;20190211;9
466;A25684122;20190222;9
467;MP_0443648_C0000015XN4;20190221;9
468;A28192188;20190222;9
469;A16707540;20190222;9
470;A19880307;20190211;9
471;A11468220;20190222;9
472;MP_0009560_WI18029BLK;20190222;9
473;MP_0009560_WI18029BLK;20190211;9
474;MP_0009560_WI18087RED;20190222;9
475;A19880303;20190211;9
476;MP_0009560_WI18068BRW;20190222;9
477;A25594757;20190211;9
478;MP_0010137_1054246120817;20190222;9
479;A12426386;20190222;9
480;A18349556;20190222;9
481;A19131598;20190222;9
482;A20585707;20190222;9
483;A22140520;20190222;9
484;A7066678;20190222;9
485;A29054782;20190107;10
486;A29054782;20190108;10
487;A29054782;20190107;10
488;A29054782;20190308;10
489;A29054782;20190310;10
490;A29054782;20190108;10
491;A29054782;20190313;10
492;A29054782;20190107;10
493;MP_0143040_PV19864060500;20190313;10
494;MP_0143040_PV19864060500;20190213;10
495;A28783009;20190204;10
496;A28783009;20190101;10
497;A28783009;20190220;10
498;A28783009;20190312;10
499;A28783009;20190306;10
500;MP_0004797_INS19015CAM;20190303;10
501;MP_0010137_9000352020999;20190320;10
502;MP_0010137_9000352020999;20190225;10
503;MP_0010137_9000392020302;20190320;10
504;MP_0010137_9000392020302;20190225;10
505;MP_0478263_77G2790M121719;20190212;10
506;MP_0009199_VT23AA10000V3;20190204;10
507;MP_0009199_VT23AA10000V3;20190101;10
508;MP_0009199_VT23AA10000V3;20190220;10
509;MP_0009199_VT23AA10000V3;20190312;10
510;MP_0009199_VT23AA10000V3;20190306;10
511;A27468172;20190101;10
512;A27468172;20190220;10
513;A27468172;20190312;10
514;A27468172;20190306;10
515;A27700710;20190209;10
516;A27700710;20190311;10
517;A27700710;20190316;10
518;A27700710;20190320;10
519;A27700710;20190225;10
520;A27151787;20190320;10
521;A27151787;20190225;10
522;A27152876;20190209;10
523;A27152876;20190311;10
524;A27152876;20190316;10
525;A27152876;20190320;10
526;A27152876;20190225;10
527;A27246351;20190303;10
528;A27246351;20190211;10
529;A27246351;20190216;10
530;A27246351;20190210;10
531;A27246351;20190226;10
532;MP_0478263_77G2790M120001;20190212;10
533;A27682010;20190213;10
534;A27682010;20190213;10
535;A27780281;20190303;10
536;A27780281;20190211;10
537;A27780281;20190216;10
538;A27780281;20190210;10
539;A27780281;20190226;10
540;A27780281;20190213;10
541;A27780281;20190213;10
542;A27780287;20190303;10
543;A27780287;20190211;10
544;A27780287;20190216;10
545;A27780287;20190210;10
546;A27780287;20190226;10
547;A27780287;20190303;10
548;A27780287;20190211;10
549;A27780287;20190216;10
550;A27780287;20190210;10
551;A27780287;20190226;10
552;A27780287;20190303;10
553;A27780287;20190211;10
554;A27780287;20190216;10
555;A27780287;20190210;10
556;A27780287;20190226;10
557;A27780294;20190303;10
558;A27780294;20190211;10
559;A27780294;20190216;10
560;A27780294;20190210;10
561;A27780294;20190226;10
562;A27780294;20190303;10
563;A27780294;20190211;10
564;A27780294;20190216;10
565;A27780294;20190210;10
566;A27780294;20190226;10
567;A28174037;20190303;10
568;A28174037;20190211;10
569;A28174037;20190216;10
570;A28174037;20190210;10
571;A28174037;20190226;10
572;A28174037;20190101;10
573;A28174037;20190220;10
574;A28174037;20190312;10
575;A28174037;20190306;10
576;A28174037;20190313;10
577;A27296508;20190303;10
578;A27296508;20190303;10
579;A27296554;20190303;10
580;A27296554;20190303;10
581;MP_0664086_188744;20190212;10
582;MP_0664086_188744;20190212;10
583;A27354083;20190213;10
584;A27354083;20190313;10
585;A27354095;20190213;10
586;A27354095;20190313;10
587;A27354101;20190213;10
588;A27354101;20190313;10
589;A27597707;20190313;10
590;A27597707;20190213;10
591;A27597707;20190213;10
592;A27447489;20190303;10
593;A27447489;20190107;10
594;A27447489;20190108;10
595;A27447489;20190107;10
596;A27447528;20190303;10
597;A27447528;20190303;10
598;A27447528;20190211;10
599;A27447528;20190216;10
600;A27447528;20190210;10
601;A27447528;20190226;10
602;A27447558;20190303;10
603;A27447558;20190303;10
604;A27447558;20190211;10
605;A27447558;20190216;10
606;A27447558;20190210;10
607;A27447558;20190226;10
608;A27447641;20190303;10
609;A27447641;20190303;10
610;A27447641;20190211;10
611;A27447641;20190216;10
612;A27447641;20190210;10
613;A27447641;20190226;10
614;MP_0001326_KENC400333;20190206;10
615;MP_0478263_MS94LJ1AWV1724;20190212;10
616;MP_0436790_C00000S37Y30;20190213;10
617;MP_0436790_C00000S37Y30;20190313;10
618;MP_0004797_AOS19002CEL;20190101;10
619;MP_0004797_AOS19002CEL;20190220;10
620;MP_0004797_AOS19002CEL;20190312;10
621;MP_0004797_AOS19002CEL;20190306;10
622;A27964159;20190213;10
623;A27398132;20190101;10
624;A27398132;20190220;10
625;A27398132;20190312;10
626;A27398132;20190306;10
627;A27398146;20190101;10
628;A27398146;20190220;10
629;A27398146;20190312;10
630;A27398146;20190306;10
631;A27398152;20190101;10
632;A27398152;20190220;10
633;A27398152;20190312;10
634;A27398152;20190306;10
635;A27398170;20190303;10
636;A27398170;20190313;10
637;A27398170;20190204;10
638;A27398214;20190303;10
639;A27398214;20190313;10
640;A27398214;20190204;10
641;A27398238;20190303;10
642;A27398238;20190313;10
643;A27398238;20190204;10
644;A27398238;20190313;10
645;A27398238;20190313;10
646;A27398238;20190204;10
647;A27398238;20190204;10
648;A27398256;20190303;10
649;A27398256;20190313;10
650;A27398256;20190204;10
651;A27398271;20190303;10
652;A27398271;20190313;10
653;A27398271;20190204;10
654;A27398291;20190303;10
655;A27398291;20190313;10
656;A27398291;20190204;10
657;A27398303;20190213;10
658;A27398306;20190213;10
659;A27447136;20190213;10
660;A27447136;20190213;10
661;A27447138;20190213;10
662;A27447138;20190213;10
663;A27447138;20190313;10
664;A27447138;20190313;10
665;A27458324;20190213;10
666;A27458324;20190213;10
667;A27458324;20190313;10
668;A27458324;20190313;10
669;A27458328;20190213;10
670;A27458328;20190213;10
671;A27458328;20190313;10
672;A27458328;20190313;10
673;A28173969;20190303;10
674;A28173969;20190211;10
675;A28173969;20190216;10
676;A28173969;20190210;10
677;A28173969;20190226;10
678;A28173969;20190101;10
679;A28173969;20190220;10
680;A28173969;20190312;10
681;A28173969;20190306;10
682;A28173969;20190313;10
683;A26867277;20190204;10
684;A26867305;20190303;10
685;A26867305;20190303;10
686;A26867311;20190303;10
687;A26867311;20190303;10
688;A26867327;20190303;10
689;A26867327;20190303;10
690;A26867345;20190303;10
691;A26867345;20190303;10
692;A27423943;20190212;10
693;A27423975;20190212;10
694;A27472650;20190206;10
695;A27472653;20190206;10
696;A27472664;20190206;10
697;A27523839;20190313;10
698;A27523839;20190303;10
699;A27523839;20190211;10
700;A27523839;20190216;10
701;A27523839;20190210;10
702;A27523839;20190226;10
703;A27523852;20190313;10
704;A27523852;20190303;10
705;A27523852;20190211;10
706;A27523852;20190216;10
707;A27523852;20190210;10
708;A27523852;20190226;10
709;A27523853;20190313;10
710;A27523853;20190303;10
711;A27523853;20190211;10
712;A27523853;20190216;10
713;A27523853;20190210;10
714;A27523853;20190226;10
715;A27604150;20190313;10
716;A27604150;20190213;10
717;A27604150;20190213;10
718;A27604160;20190313;10
719;A27604160;20190213;10
720;A27604160;20190213;10
721;A27411659;20190303;10
722;A27411659;20190308;10
723;A27411659;20190310;10
724;A27411659;20190108;10
725;A27411659;20190313;10
726;A27411659;20190107;10
727;A27411677;20190303;10
728;A27411677;20190107;10
729;A27411677;20190108;10
730;A27411677;20190107;10
731;A27411695;20190303;10
732;A27411695;20190107;10
733;A27411695;20190108;10
734;A27411695;20190107;10
735;A27411712;20190303;10
736;A27411712;20190107;10
737;A27411712;20190108;10
738;A27411712;20190107;10
739;A27411735;20190303;10
740;A27411735;20190107;10
741;A27411735;20190108;10
742;A27411735;20190107;10
743;A27411744;20190303;10
744;A27411744;20190107;10
745;A27411744;20190108;10
746;A27411744;20190107;10
747;A27458320;20190209;10
748;A27458320;20190311;10
749;A27458320;20190316;10
750;A27458322;20190209;10
751;A27458322;20190311;10
752;A27458322;20190316;10
753;A27458322;20190204;10
754;A27458322;20190313;10
755;MP_0004797_CRS19012BL;20190213;10
756;MP_0004797_CRS19012BL;20190303;10
757;MP_0004797_CRS19012BL;20190211;10
758;MP_0004797_CRS19012BL;20190216;10
759;MP_0004797_CRS19012BL;20190210;10
760;MP_0004797_CRS19012BL;20190226;10
761;MP_0004797_CRS19020BL;20190303;10
762;MP_0004797_CRS19024BL;20190303;10
763;MP_0004797_FFS19012ROJ;20190303;10
764;MP_0004797_FFS19025BL;20190303;10
765;MP_0004797_ZMS19002NE;20190303;10
766;MP_0226381_4136102;20190212;10
767;MP_0478263_MS95M3G97J0100;20190206;10
768;MP_0478263_MS95M3G97J1659;20190206;10
769;A27152892;20190209;10
770;A27152892;20190311;10
771;A27152892;20190316;10
772;A27152892;20190320;10
773;A27152892;20190225;10
774;A27152923;20190209;10
775;A27152923;20190311;10
776;A27152923;20190316;10
777;A27152923;20190303;10
778;A27152941;20190209;10
779;A27152941;20190311;10
780;A27152941;20190316;10
781;A27152941;20190303;10
782;A27260283;20190303;10
783;A27260283;20190211;10
784;A27260283;20190216;10
785;A27260283;20190210;10
786;A27260283;20190226;10
787;A27261328;20190303;10
788;A27261328;20190211;10
789;A27261328;20190216;10
790;A27261328;20190210;10
791;A27261328;20190226;10
792;A27261345;20190303;10
793;A27261345;20190211;10
794;A27261345;20190216;10
795;A27261345;20190210;10
796;A27261345;20190226;10
797;A27261345;20190209;10
798;A27261345;20190311;10
799;A27261345;20190316;10
800;A27261350;20190303;10
801;A27261350;20190211;10
802;A27261350;20190216;10
803;A27261350;20190210;10
804;A27261350;20190226;10
805;A27261350;20190209;10
806;A27261350;20190311;10
807;A27261350;20190316;10
808;A27261384;20190303;10
809;A27261384;20190211;10
810;A27261384;20190216;10
811;A27261384;20190210;10
812;A27261384;20190226;10
813;A27261384;20190209;10
814;A27261384;20190311;10
815;A27261384;20190316;10
816;A26990829;20190204;10
817;A27455812;20190209;10
818;A27455812;20190311;10
819;A27455812;20190316;10
820;MP_0436790_C00000S38G90;20190213;10
821;MP_0436790_C00000S38G90;20190313;10
822;MP_0436790_C00000S38G91;20190213;10
823;MP_0436790_C00000S38G91;20190313;10
824;MP_0436790_C00000S38S70;20190213;10
825;MP_0436790_C00000S38S70;20190313;10
826;MP_0436790_C00000S39190;20190213;10
827;MP_0436790_C00000S39190;20190313;10
828;A27222578;20190303;10
829;A27238097;20190303;10
830;A27238097;20190211;10
831;A27238097;20190216;10
832;A27238097;20190210;10
833;A27238097;20190226;10
834;A26901033;20190206;10
835;A26901033;20190206;10
836;A26901033;20190308;10
837;A26901033;20190310;10
838;A26901033;20190108;10
839;A26901033;20190313;10
840;A26901033;20190107;10
841;A27152910;20190206;10
842;A27152910;20190107;10
843;A27152910;20190108;10
844;A27152910;20190107;10
845;MP_0436790_C00000S39730;20190313;10
846;MP_0436790_C00000S39730;20190213;10
847;A28548213;20190303;10
848;A27447719;20190303;10
849;A27447719;20190303;10
850;A27447719;20190211;10
851;A27447719;20190216;10
852;A27447719;20190210;10
853;A27447719;20190226;10
854;A27447724;20190303;10
855;A27447724;20190211;10
856;A27447724;20190216;10
857;A27447724;20190210;10
858;A27447724;20190226;10
859;A27447730;20190303;10
860;A27447730;20190211;10
861;A27447730;20190216;10
862;A27447730;20190210;10
863;A27447730;20190226;10
864;A27959490;20190101;10
865;A27959490;20190220;10
866;A27959490;20190312;10
867;A27959490;20190306;10
868;A27959490;20190213;10
869;A27959568;20190206;10
870;A27959568;20190101;10
871;A27959568;20190220;10
872;A27959568;20190312;10
873;A27959568;20190306;10
874;A27959568;20190213;10
875;A28548893;20190320;10
876;A28548893;20190225;10
877;MP_0478263_MS93H495ZW0018;20190212;10
878;MP_0478263_MS93H495ZW2488;20190212;10
879;A28094188;20190204;10
880;A28094188;20190101;10
881;A28094188;20190220;10
882;A28094188;20190312;10
883;A28094188;20190306;10
884;MP_0436790_C00000S3B550;20190303;10
885;MP_0436790_C00000S3B550;20190211;10
886;MP_0436790_C00000S3B550;20190216;10
887;MP_0436790_C00000S3B550;20190210;10
888;MP_0436790_C00000S3B550;20190226;10
889;MP_0004797_CES19005MAR;20190101;10
890;MP_0004797_CES19005MAR;20190220;10
891;MP_0004797_CES19005MAR;20190312;10
892;MP_0004797_CES19005MAR;20190306;10
893;A28352884;20190313;10
894;A28352884;20190107;10
895;A28352884;20190108;10
896;A28352884;20190107;10
897;A28352884;20190308;10
898;A28352884;20190310;10
899;A28352884;20190108;10
900;A28352884;20190313;10
901;A28352884;20190107;10
902;A27764574;20190204;10
903;A27764574;20190101;10
904;A27764574;20190220;10
905;A27764574;20190312;10
906;A27764574;20190306;10
907;A28160631;20190303;10
908;A28160631;20190320;10
909;A28160631;20190225;10
910;A28160631;20190303;10
911;A28160631;20190320;10
912;A28160631;20190225;10
913;A27669522;20190320;10
914;A27669522;20190225;10
915;A27669522;20190206;10
916;A27669524;20190320;10
917;A27669524;20190225;10
918;A27669524;20190206;10
919;A27669555;20190320;10
920;A27669555;20190225;10
921;A27669555;20190313;10
922;A27669555;20190204;10
923;A27669555;20190206;10
924;A27873674;20190320;10
925;A27873674;20190225;10
926;A27353560;20190213;10
927;A27353560;20190313;10
928;A27353901;20190213;10
929;A27353901;20190313;10
930;A27353915;20190213;10
931;A27353915;20190313;10
932;A27353924;20190213;10
933;A27353924;20190313;10
934;A27898294;20190303;10
935;A27898324;20190303;10
936;A27898346;20190303;10
937;A27294702;20190303;10
938;A27294702;20190308;10
939;A27294702;20190310;10
940;A27294702;20190108;10
941;A27294702;20190313;10
942;A27294702;20190107;10
943;A27294848;20190303;10
944;A27294848;20190308;10
945;A27294848;20190310;10
946;A27294848;20190108;10
947;A27294848;20190313;10
948;A27294848;20190107;10
949;A27353820;20190303;10
950;A27353820;20190308;10
951;A27353820;20190310;10
952;A27353820;20190108;10
953;A27353820;20190313;10
954;A27353820;20190107;10
955;A27353831;20190303;10
956;A27353831;20190308;10
957;A27353831;20190310;10
958;A27353831;20190108;10
959;A27353831;20190313;10
960;A27353831;20190107;10
961;A27353837;20190303;10
962;A27353837;20190308;10
963;A27353837;20190310;10
964;A27353837;20190108;10
965;A27353837;20190313;10
966;A27353837;20190107;10
967;A27353852;20190303;10
968;A27353852;20190308;10
969;A27353852;20190310;10
